Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
1,24,1,1359,HP,PHX,IAH,1009,Y
12,15,5,1324,AA,LAX,MIA,2342,N
10,21,5,826,MQ,RDU,BOS,612,N
9,13,2,1229,DH,TYS,IAD,419,N
10,29,6,1509,FL,LGA,PHF,288,N
1,13,5,2005,WN,PHX,TUL,935,Y
5,17,2,624,NW,COS,MSP,725,N
5,24,2,1300,WN,DAL,ELP,562,N
10,18,2,1928,OO,FAT,SFO,158,Y
3,22,3,1710,OO,DEN,SLC,391,N
6,29,4,836,CO,IAH,LAX,1379,N
6,23,4,1600,WN,OAK,LAX,337,N
10,21,5,1125,XE,CVG,EWR,569,N
4,14,4,1352,MQ,DFW,LAW,140,N
11,7,1,1005,EV,AGS,ATL,143,Y
11,14,1,2050,DL,CVG,MKE,318,Y
3,30,4,2134,WN,MCI,BNA,491,N
5,31,2,902,XE,CLE,STL,487,N
9,25,1,1030,EV,CLE,ATL,554,N
5,14,6,558,MQ,SYR,ORD,607,N
2,5,7,1910,EV,TYS,ATL,152,N
5,21,7,806,AA,SAT,ORD,1041,N
3,20,7,1609,HP,LAS,EWR,2227,N
9,24,7,1724,NW,MSP,ANC,2518,N
12,27,3,900,MQ,LAX,MRY,267,N
8,9,3,1206,UA,LAS,ORD,1515,Y
4,14,5,954,EV,ATL,MEI,267,N
12,6,2,1915,DL,CVG,SNA,1877,N
7,10,1,2001,DL,ATL,BNA,214,N
1,8,7,1813,CO,IAH,DFW,224,N
2,24,5,912,CO,IAH,TUS,936,N
6,23,4,954,OO,SLC,ELP,693,N
5,18,4,748,AA,DCA,DFW,1192,N
3,5,7,1850,CO,DEN,IAH,861,N
5,8,7,1236,DH,BTV,IAD,442,N
9,2,6,1027,XE,IAH,LFT,201,N
3,17,4,1751,AA,OGG,ORD,4184,N
5,3,2,945,UA,DEN,ONT,819,N
10,6,5,1914,UA,SFO,LAX,337,N
9,5,2,1603,XE,IAH,DFW,224,N
8,2,2,1417,NW,BZN,MSP,874,Y
7,16,6,805,WN,JAX,ORF,543,N
1,20,5,901,MQ,RDU,JFK,426,N
5,14,7,1925,WN,PHX,LAS,256,Y
8,28,1,1915,DL,SLC,ONT,558,N
3,21,1,1534,US,CLT,ALB,646,N
5,23,1,624,DH,GSO,IAD,239,N
2,10,5,2044,OH,CVG,JAX,614,N
6,30,5,1635,NW,PHL,DTW,453,Y
10,17,2,1924,NW,MCI,MSP,393,N
7,11,1,1902,DH,GSP,IAD,383,N
12,28,3,1105,WN,MDW,CMH,284,N
7,22,5,1951,AA,ORD,DCA,612,N
2,3,4,614,XE,CLL,IAH,74,N
7,10,7,1342,OH,ROC,CVG,461,N
11,8,3,856,AA,SLC,DFW,988,N
10,25,3,1149,HA,HNL,OGG,100,N
5,6,5,1152,DL,FLL,LGA,1076,N
10,11,3,1030,OH,BDL,CVG,661,N
4,13,3,657,DL,MCO,JFK,944,N
10,25,3,2121,DL,ATL,ORF,516,N
7,5,2,835,XE,CLE,DCA,310,N
6,8,4,1115,XE,CLE,ALB,424,N
4,13,3,1424,CO,IAH,TUL,429,N
1,29,6,1647,OH,CVG,MSP,596,Y
3,26,7,1646,US,PVD,CLT,683,N
6,25,7,1315,XE,MCI,IAH,643,Y
4,15,6,1413,OH,SAV,CVG,515,N
12,14,4,2054,UA,DEN,EGE,121,N
9,6,2,2215,EV,ATL,AVL,164,N
2,12,7,814,AA,ORD,IAH,925,N
8,27,7,1210,WN,STL,OKC,462,N
1,13,4,1303,MQ,MKE,ORD,67,Y
5,19,5,1445,OH,BHM,LGA,866,Y
10,26,4,1444,WN,PHX,SAN,304,Y
3,5,6,1351,UA,PDX,ORD,1739,N
5,25,4,2110,WN,RDU,BWI,255,N
6,25,7,1454,DL,HSV,ATL,151,Y
7,18,1,1303,AA,DFW,MCI,460,Y
3,4,5,953,XE,DFW,GUC,678,N
3,25,5,1250,OH,CVG,SAT,1024,N
12,17,6,1510,WN,PHX,STL,1262,N
10,17,1,845,WN,MHT,MCO,1142,N
10,3,1,1100,OO,PDX,SEA,129,N
5,23,2,1805,NW,MCI,MSP,393,N
6,2,4,1515,WN,DAL,AMA,324,N
3,26,6,1316,UA,ORD,RIC,642,N
9,14,4,829,CO,EWR,BOS,200,N
10,21,5,1627,AA,DFW,LGA,1389,N
1,27,5,1440,OH,DTW,JFK,508,N
6,6,2,1306,EV,ATL,OMA,821,N
5,26,5,1214,AS,SIT,KTN,183,Y
5,25,3,1048,XE,IAH,MEM,469,N
12,22,4,758,EV,ATL,SAT,874,Y
7,23,7,938,NW,DTW,MHT,609,N
5,17,2,2247,EV,CVG,CAE,404,N
3,7,2,700,EV,AVP,ATL,714,N
6,21,3,1256,XE,IAH,DAL,217,N
4,29,6,2138,B6,JFK,LAS,2248,N
6,5,7,1015,WN,CLE,BNA,448,N
2,22,3,847,US,IND,CLT,428,N
8,10,4,1833,OO,CAK,ORD,344,Y
2,17,4,1603,UA,LAS,DEN,629,Y
12,12,2,2031,AA,DFW,BNA,631,Y
11,18,6,2109,NW,MSP,SFO,1589,N
4,29,6,1327,OO,BUR,SLC,574,N
12,25,7,626,XE,RDU,IAH,1043,N
7,23,7,746,WN,SEA,SLC,689,N
12,4,1,2029,FL,ATL,BUF,712,Y
5,26,5,1508,WN,MDW,OAK,1844,Y
8,1,1,609,DL,TPA,ATL,406,N
10,31,2,1438,US,LAS,PHL,2176,Y
11,17,4,1555,WN,HOU,CRP,187,N
3,8,2,1748,HP,AUS,PHX,872,N
10,31,2,1659,WN,OAK,ONT,361,N
5,4,3,640,WN,RNO,PHX,601,N
11,6,1,652,NW,MCI,MSP,393,N
1,6,5,857,OH,BHM,CVG,396,N
6,7,2,1820,DL,BOS,LAS,2381,N
12,18,7,1607,XE,MKE,CLE,328,N
9,21,3,832,UA,SLC,ORD,1249,Y
4,21,4,836,US,PHL,BOS,280,N
9,14,3,654,US,DCA,PIT,205,N
1,10,1,1143,DL,TUS,ATL,1541,N
7,28,5,1929,B6,PWM,JFK,274,Y
8,7,7,1320,EV,ATL,TRI,227,Y
6,12,1,940,YV,DEN,COS,72,N
11,8,3,1620,AA,ORD,DCA,612,N
8,16,2,1145,WN,TPA,BNA,612,N
12,21,4,1323,NW,MSP,JAX,1174,N
4,1,5,656,AA,BOS,MCO,1121,N
8,9,3,858,XE,IND,IAH,845,N
2,7,2,1112,EV,ATL,GRR,640,N
2,1,2,1729,OH,CVG,PNS,608,N
12,27,2,803,OO,HLN,SLC,402,N
7,25,2,1201,MQ,ORD,SGF,438,N
8,5,6,1511,AA,LAX,SFO,337,N
8,16,2,1649,UA,ORD,DCA,612,N
3,21,1,659,UA,IAD,LAX,2288,N
2,6,1,1807,OO,LNK,ORD,466,N
5,14,7,728,DL,LAX,SLC,590,N
7,27,4,1314,WN,RNO,SEA,564,N
9,24,7,1413,WN,OAK,SNA,371,N
11,11,6,1532,AQ,OGG,LIH,202,N
5,13,6,2105,YV,SBP,LAS,314,N
2,1,3,1119,XE,SDF,IAH,788,N
5,24,2,1859,UA,ORD,DAY,240,Y
6,28,2,653,AA,DFW,MIA,1121,Y
3,26,6,1112,UA,DEN,SLC,391,N
7,7,5,1040,OH,CVG,BNA,230,N
9,24,7,651,UA,GEG,ORD,1498,N
8,24,4,1331,WN,MDW,DTW,229,Y
12,7,4,1401,EV,DAY,ATL,432,N
8,18,5,1615,MQ,DFW,TYS,772,Y
3,23,3,1814,AA,ORD,MIA,1197,Y
9,24,7,1909,DL,BOS,LAS,2381,N
4,18,2,1832,AA,SFO,LAX,337,N
3,15,3,1657,AS,LAS,SEA,866,N
4,3,7,627,MQ,BNA,ORD,409,N
5,21,6,1425,WN,MDW,CLE,307,Y
5,6,5,954,HP,JFK,PHX,2153,N
2,27,1,939,OO,SEA,SLC,689,N
7,3,1,1637,AA,LAX,ORD,1745,N
1,5,3,819,DL,ATL,JAX,270,N
4,14,4,1156,MQ,GRB,ORD,174,N
10,7,6,1006,WN,BUR,LAS,223,N
4,15,5,1609,EV,HSV,TPA,523,N
5,3,3,1303,AA,DFW,GSO,999,N
9,30,6,754,WN,SAN,SMF,480,N
7,13,4,728,OO,ASE,DEN,125,N
8,16,2,2238,UA,SAN,ORD,1723,N
2,27,1,1913,MQ,ORD,BNA,409,Y
10,5,3,1228,FL,ATL,SAV,215,N
1,22,6,1035,WN,DAL,OKC,181,N
12,27,2,2335,AS,LAS,PDX,762,Y
7,28,4,1500,TZ,MSP,MDW,349,N
7,8,5,1431,NW,MEM,MCI,392,N
8,3,4,712,B6,IAD,LGB,2277,N
6,6,2,1613,MQ,RDU,DCA,227,Y
10,2,7,710,OO,BIS,DEN,517,N
12,30,5,832,EV,ATL,TOL,549,Y
8,8,2,1035,YV,IAD,MDW,577,Y
12,7,3,1803,AA,IAH,DFW,224,Y
5,28,6,1015,WN,ORF,BWI,159,N
8,27,7,734,WN,LAX,SJC,308,N
3,19,7,1608,FL,BWI,ROC,277,N
2,2,4,1208,EV,DAY,ATL,432,N
7,3,7,739,DL,CVG,ATL,373,N
5,4,4,1608,YV,RAP,DEN,301,N
7,17,7,2130,WN,HOU,BWI,1246,Y
3,28,1,1129,UA,MHT,ORD,843,N
11,14,1,645,WN,PDX,ABQ,1111,N
12,19,1,700,OH,GSO,BOS,645,N
11,15,3,1424,DL,OMA,ATL,821,N
9,13,2,822,CO,BOS,EWR,200,N
2,24,5,1449,AA,LGA,ORD,733,Y
5,12,5,2008,WN,IND,JAX,688,Y
3,16,4,1745,OH,BGM,CVG,506,N
2,5,7,1907,US,IAD,CLT,321,N
11,6,1,634,MQ,DCA,RDU,227,N
1,30,1,748,B6,FLL,EWR,1065,N
10,23,7,1045,WN,SMF,PHX,647,N
11,7,1,1153,DH,IAD,ATL,533,N
5,17,3,807,AS,SEA,ANC,1449,N
2,6,7,1552,UA,SFO,LAX,337,N
6,22,3,813,HP,SAN,PHX,304,N
7,30,7,855,AA,MCI,DFW,460,N
8,7,1,1042,OO,LEX,ORD,323,N
9,8,4,1430,CO,IAH,DFW,224,N
3,28,1,2200,WN,PHX,ONT,325,N
10,9,7,731,NW,JAC,BIL,186,N
12,2,5,1743,XE,EWR,SYR,194,Y
5,20,5,1703,AA,DFW,LGA,1389,N
9,30,6,1439,CO,IAH,ANC,3266,N
3,12,7,1830,AS,SEA,DEN,1024,N
10,21,6,1128,AA,MIA,BWI,946,N
10,7,6,1142,DL,ATL,GSP,153,N
12,12,1,1300,WN,MDW,STL,251,N
11,2,3,958,HP,LAX,LAS,236,N
1,22,6,1755,WN,LAX,SLC,590,N
4,29,6,1854,DL,FLL,ATL,581,N
11,4,6,1127,AA,DFW,DCA,1192,N
2,4,5,1222,CO,PHX,CLE,1737,N
7,14,4,650,OO,SFO,EUG,451,N
5,3,2,1820,OH,BGR,BOS,201,N
7,5,3,555,UA,TPA,DEN,1506,N
8,16,2,1039,US,SAN,PHL,2369,N
2,1,2,1930,WN,STL,HOU,687,N
8,6,7,733,AA,ABQ,ORD,1118,N
8,29,1,1659,AA,SFO,DFW,1464,N
2,16,4,830,XE,MKE,CLE,328,N
11,23,4,1642,AA,ORD,LAX,1745,N
12,16,5,727,NW,MSP,MCO,1310,N
4,28,5,1839,OO,SEA,PDX,129,N
8,24,3,933,HP,LAS,SEA,866,N
4,30,7,808,OO,SFO,SMF,86,N
2,22,2,556,MQ,BTR,DFW,383,N
8,14,1,1415,MQ,SBP,LAX,155,N
4,20,4,1251,DL,LAS,ATL,1747,N
3,14,1,1240,WN,OAK,PHX,646,N
9,29,5,1340,OH,IND,JFK,664,N
1,23,1,1815,OO,SFO,SLC,599,N
10,17,1,1900,OH,CVG,GSP,317,N
5,10,3,1005,EV,ATL,CSG,83,N
8,7,7,2057,OH,CVG,SCE,383,N
9,11,1,1604,CO,IAH,DCA,1208,N
6,22,3,1703,NW,DTW,MDW,229,N
6,30,4,1832,UA,DEN,LAS,629,Y
5,2,1,554,XE,SDF,CLE,304,N
3,11,6,1634,XE,IAH,SDF,788,N
7,9,7,1803,OO,SFO,FAT,158,Y
7,11,2,2144,WN,LAS,OAK,407,Y
12,12,2,625,OH,BOS,JFK,187,N
12,28,4,654,DL,SRQ,ATL,445,N
2,12,6,1310,WN,BNA,ISP,803,N
11,18,6,942,MQ,OMA,ORD,416,N
9,17,7,914,AA,ORD,MCI,403,N
1,24,1,1040,WN,TUL,HOU,453,N
11,25,5,1931,AS,SEA,SJC,697,N
1,26,4,1538,WN,MCI,PHX,1044,N
9,6,2,1427,DH,TYS,MCO,532,N
2,11,6,531,DL,MKE,ATL,669,N
2,2,4,1027,OO,PIT,ORD,412,N
8,22,2,1003,WN,MCO,BWI,787,N
11,27,7,702,CO,MSY,IAH,305,N
6,9,4,616,AA,IAD,MIA,921,N
12,27,2,2039,DL,ATL,BDL,859,N
9,28,4,1133,XE,EWR,GSO,446,N
12,18,1,1147,AA,DFW,CMH,927,N
6,10,5,1047,AS,PDX,SAN,933,N
4,4,2,1135,WN,PHX,AUS,872,Y
11,16,3,1835,DL,MCO,ATL,403,Y
9,11,1,1956,UA,DEN,STL,770,Y
6,4,7,1449,FL,CAK,ATL,528,N
5,9,1,736,HP,STL,PHX,1262,N
7,16,6,931,UA,BWI,ORD,622,N
5,19,4,1553,WN,SAN,OAK,446,Y
1,5,4,1239,AA,ATL,DFW,732,N
8,17,3,924,CO,IAH,SAN,1303,N
11,29,3,1307,MQ,JAN,DFW,408,N
12,28,4,1448,WN,RNO,SJC,188,Y
8,5,5,1613,HP,PHX,LAS,256,N
5,31,3,825,OO,SLC,DEN,391,N
4,23,6,1305,UA,LAX,SEA,954,N
6,18,7,1105,WN,STL,LIT,296,Y
7,19,3,1949,US,CLT,CHS,168,N
8,19,5,1502,AS,OAK,PDX,543,N
6,22,3,1420,WN,ONT,OAK,361,N
11,18,5,1946,NW,MSP,JFK,1028,Y
10,22,6,1147,OO,DEN,GTF,624,N
2,1,3,734,DL,LGA,PBI,1035,N
5,28,7,737,AA,SAN,ORD,1723,N
2,21,1,804,DL,SAT,CVG,1024,N
5,7,7,1806,XE,IAH,BFL,1428,N
8,28,1,825,MQ,RDU,DCA,227,N
10,27,5,1033,XE,IAH,TLH,658,N
3,18,5,1500,WN,HRL,AUS,273,N
6,7,2,829,DL,ATL,DCA,547,N
9,19,2,1005,WN,OAK,SLC,588,N
9,6,2,1023,DH,IAD,CHS,441,N
2,20,1,639,CO,LAS,EWR,2227,N
7,3,7,1930,WN,BUF,MCO,1011,Y
1,6,4,1625,XE,IAH,PIT,1117,Y
11,25,5,1730,OO,DEN,BUR,850,N
10,19,4,1810,AA,LAX,HNL,2556,N
12,30,6,840,US,ORD,LAS,1515,N
11,17,4,655,AS,PSP,SFO,421,N
12,15,4,2113,XE,EWR,IAD,213,Y
7,25,2,1918,OH,MDW,ATL,590,Y
12,18,7,710,NW,MSN,DTW,312,N
8,6,7,1245,FL,MSP,MDW,349,Y
5,8,1,1327,AA,MIA,BOS,1258,N
11,5,7,1248,US,CLT,DCA,331,N
3,4,5,1653,AA,DFW,IAH,224,N
7,31,1,1541,NW,DTW,ATL,594,Y
8,12,6,705,CO,PBI,IAH,956,Y
2,21,2,1408,XE,MDT,CLE,280,N
12,8,4,1326,XE,IAH,OMA,781,Y
3,14,1,1254,DL,CVG,LAS,1678,N
6,10,5,1714,AA,DEN,DFW,641,Y
8,25,5,844,US,PHL,MCO,861,Y
4,19,3,1619,MQ,SHV,DFW,190,N
3,13,1,1750,YV,DEN,COS,72,N
11,19,6,955,WN,RDU,BNA,443,N
9,14,4,1427,NW,MSP,PHX,1276,N
11,25,5,1404,DL,ATL,PHX,1587,N
9,1,4,1934,DL,CVG,IND,98,N
11,8,2,915,B6,JFK,MCO,944,N
11,17,4,706,EV,ATL,IAH,689,N
11,21,2,1754,EV,ATL,PIT,526,Y
9,30,5,907,UA,IAD,MIA,921,N
7,17,7,656,CO,MFE,IAH,316,N
9,20,2,1813,FL,MCO,ATL,403,Y
8,25,5,1110,CO,CLE,MCO,895,N
4,22,5,1932,XE,CLE,PVD,540,Y
2,7,2,1008,NW,MSP,ORD,334,N
10,30,7,2047,AA,MIA,DEN,1709,Y
10,13,4,1440,OH,CVG,MYR,489,N
8,31,3,725,WN,BNA,PHX,1448,N
7,24,7,1910,WN,PHX,LAS,256,Y
11,1,3,2021,MQ,DFW,LAW,140,N
9,7,3,620,XE,ALB,CLE,424,N
3,6,7,1107,HP,PHX,OAK,646,N
10,22,6,1915,OH,JFK,ORD,740,Y
11,12,6,1827,EV,IAH,CVG,871,N
9,8,5,1858,NW,DTW,BWI,408,N
1,23,1,1758,US,PHL,SJU,1576,N
6,27,1,900,WN,HOU,DAL,239,N
10,24,1,1652,US,DCA,CLT,331,N
11,17,5,1151,AA,ORF,DFW,1213,N
5,31,2,1116,MQ,LAX,FAT,209,N
11,21,1,749,OH,CVG,RIC,413,N
2,5,7,1625,WN,MDW,CMH,284,N
7,10,7,1926,WN,DAL,TUL,237,Y
12,1,4,915,WN,RNO,LAX,390,N
6,12,7,1600,AA,JFK,LAX,2475,N
2,3,5,1846,OO,LAX,YUM,237,Y
2,26,7,710,CO,LAX,IAH,1379,N
8,23,3,1536,NW,DTW,CMH,155,N
12,10,7,1947,WN,MDW,LAX,1750,N
10,14,6,727,WN,MCO,RDU,534,N
10,3,1,648,AA,TPA,MIA,204,N
6,2,5,1236,AA,STL,ORD,258,N
12,18,7,649,US,CMH,DCA,322,N
5,16,2,1503,AS,SMF,SEA,605,N
3,8,3,1040,WN,LAS,SEA,866,N
11,6,7,820,DL,MCO,JFK,944,N
1,26,4,937,MQ,XNA,ORD,522,N
7,30,6,902,OH,CVG,CLE,221,N
6,22,3,2130,DL,ATL,PBI,545,N
4,22,6,1043,WN,OMA,LAS,1099,N
9,27,3,1518,WN,HOU,ELP,677,N
5,5,4,1530,FL,BWI,DAY,406,N
3,14,1,1707,MQ,CMH,RDU,361,N
10,17,1,1431,WN,STL,MCO,880,Y
4,14,4,1655,DL,MCO,ATL,403,Y
9,28,4,1844,DL,ATL,PVD,903,Y
9,20,2,1333,UA,DEN,ORD,888,N
12,5,1,835,EV,ATL,PNS,272,N
10,9,7,1948,OH,CVG,DAY,64,N
7,2,6,651,AS,ANC,FAI,261,N
9,25,1,2108,EV,SLC,OAK,588,N
7,30,6,1128,DL,EWR,ATL,745,N
7,12,2,2144,OO,ORD,DAY,240,Y
6,26,1,1836,OO,SEA,PDX,129,N
11,29,2,1438,WN,STL,ABQ,934,Y
9,4,1,1108,US,CLT,BOS,728,N
9,16,5,1249,AA,DFW,SAT,247,N
5,27,6,1205,EV,AVP,ATL,714,N
11,23,4,1315,NW,MSP,RSW,1416,N
9,1,5,725,YV,COS,LAS,604,N
11,13,1,945,YV,CLT,BWI,361,N
6,24,6,1828,AA,ORD,PDX,1739,N
4,23,6,2304,EV,ATL,AVP,714,N
11,18,5,1338,AA,STL,FLL,1056,N
5,25,4,600,WN,LAS,SLC,368,N
12,5,1,1515,WN,PHX,ABQ,328,N
3,20,7,1335,XE,IAH,MKE,984,N
8,18,4,1616,MQ,TVC,ORD,224,Y
5,16,1,2059,CO,IAH,OAK,1628,N
11,20,1,2331,US,LIH,PHX,2979,N
7,11,1,1830,MQ,ORD,BUF,473,Y
4,3,7,1158,OO,SLC,EUG,619,N
5,10,2,718,AA,LAS,DFW,1055,N
6,18,7,1020,OH,ATL,ALB,852,Y
3,16,4,1338,OO,ATW,ORD,160,Y
4,2,7,2155,FL,EWR,ATL,745,Y
9,14,3,1127,DL,ATL,IND,432,N
9,24,6,1032,FL,PHL,ATL,665,N
4,6,4,1553,US,PIT,LGA,335,N
7,3,1,1701,OO,SLC,EKO,200,N
10,10,2,1939,UA,DCA,ORD,612,N
10,2,7,2025,FL,LGA,ATL,761,Y
10,25,3,937,WN,TPA,AUS,928,N
6,3,6,1000,MQ,CMI,ORD,135,N
1,20,4,1920,TZ,MSP,MDW,349,Y
2,11,6,2007,OO,DEN,DRO,251,Y
10,29,6,1035,DL,ATL,SJU,1547,N
12,6,2,1900,CO,IAH,GPT,376,N
5,11,4,1611,EV,ATL,BQK,238,N
4,29,6,2057,UA,HNL,LAX,2556,N
10,20,5,925,WN,CMH,BWI,336,N
8,16,3,1631,UA,DCA,ORD,612,N
7,31,7,1342,AA,DFW,LGA,1389,N
1,20,5,2104,CO,IAH,LAX,1379,N
2,6,1,1053,OO,SLC,AUS,1085,N
5,10,2,1723,CO,DEN,EWR,1605,N
11,28,2,1914,AA,FLL,SJU,1046,N
4,27,3,759,MQ,CMH,ORD,296,N
3,9,4,601,US,ELP,PHX,347,N
5,19,4,1826,DL,MKE,ATL,669,N
12,3,7,645,OO,LWS,SLC,461,N
7,17,1,2145,YV,IAD,EWR,213,N
1,21,5,1519,OH,RDU,CVG,390,N
4,17,1,1529,AA,DFW,SFO,1464,Y
12,29,5,1629,DL,DCA,LGA,214,N
4,2,6,456,DL,PNS,ATL,272,N
1,24,1,1235,WN,MAF,LAS,796,N
8,26,5,1519,AA,DFW,FLL,1119,Y
9,2,6,1027,CO,IAH,SAT,191,N
12,15,4,1943,UA,ORD,TPA,1012,Y
9,7,4,1754,FL,RSW,ATL,515,N
10,25,3,1725,MQ,ORD,TVC,224,Y
9,4,7,1808,OO,SFO,SBA,262,N
12,2,6,1614,OO,DEN,MTJ,197,Y
9,14,3,928,AA,LAX,DFW,1235,N
11,20,1,700,EV,DHN,ATL,171,N
4,5,3,754,UA,ORD,SFO,1846,N
4,5,3,1023,OH,LGA,CMH,478,N
2,1,3,1540,OH,RIC,LGA,292,N
11,20,1,703,WN,BWI,PVD,328,N
3,8,3,1124,XE,CLE,MDT,280,N
6,1,3,854,XE,CLE,ATL,554,N
10,3,2,1115,OH,BGR,BOS,201,N
11,2,4,1250,OH,ORD,JFK,740,N
3,18,6,1829,OO,DEN,BHM,1082,N
11,19,6,1119,HP,PHX,BOI,735,N
1,24,1,847,UA,SFO,ORD,1846,N
4,8,5,1624,DL,RSW,ATL,515,N
5,13,6,727,US,PHL,FLL,992,N
1,1,6,700,OO,BHM,ORD,584,N
9,14,3,1920,CO,BOS,EWR,200,Y
7,19,3,1449,MQ,RDU,BDL,532,N
8,18,5,620,OH,IAH,CVG,871,N
3,31,4,933,DL,EWR,ATL,745,Y
5,27,5,1140,HA,HNL,KOA,163,N
7,6,3,1854,MQ,IAD,ORD,589,N
10,1,6,1330,EV,ATL,DTW,594,N
2,14,2,1402,WN,MDW,SAN,1728,Y
2,9,3,1355,EV,ATL,CRW,363,N
7,11,2,1710,WN,PHX,SNA,338,N
2,7,1,2100,NW,MSP,GTF,887,N
7,29,6,1908,F9,DEN,LAX,862,Y
1,16,7,1155,DL,MDW,ATL,590,N
9,10,6,710,WN,LBB,ELP,295,N
1,31,2,1452,YV,DRO,DEN,251,N
11,27,7,1447,XE,IAD,CLE,288,Y
1,13,4,1430,US,CLT,IAH,913,N
7,4,1,1327,XE,PWM,EWR,284,N
10,1,7,1809,WN,ELP,ABQ,223,N
3,30,4,1411,CO,ORD,IAH,925,N
7,14,4,1715,WN,SEA,OAK,671,N
2,20,1,1834,YV,DEN,BNA,1013,N
1,21,6,1917,WN,MDW,MHT,838,Y
7,23,7,1557,AA,MCO,STL,880,Y
10,25,3,1840,YV,BHM,ORD,584,Y
5,17,2,1646,AS,SNA,OAK,371,Y
3,14,2,1706,DL,BWI,SLC,1864,N
2,25,5,619,MQ,SGF,ORD,438,N
5,26,5,1312,US,PHX,SJC,621,N
11,22,3,1229,DL,LGA,DCA,214,N
7,14,4,1206,NW,ORD,DTW,235,N
2,4,5,1812,DL,MHT,CVG,741,Y
3,31,4,1803,XE,BNA,CLE,448,Y
12,8,4,625,OH,DAY,CVG,64,N
6,10,6,1426,AS,PDX,LAS,762,Y
2,13,7,1355,MQ,BOS,LGA,185,N
11,14,1,1427,UA,TUS,DEN,639,N
3,26,7,2126,XE,IAH,LFT,201,N
1,15,7,2031,US,PHL,LAS,2176,Y
9,28,3,1415,NW,MSP,DTW,528,N
5,1,7,1040,DL,PDX,CVG,1975,N
3,8,2,1855,FL,TPA,ATL,406,Y
7,4,1,1525,CO,EWR,LAX,2454,Y
3,7,1,1228,FL,ATL,PIT,526,N
1,21,5,1635,NW,IND,DTW,231,N
7,27,3,837,NW,FNT,MSP,491,Y
2,23,3,1335,WN,SJC,SNA,342,N
3,6,1,1125,US,LAS,OAK,407,N
2,11,5,1350,XE,SDF,EWR,642,N
10,17,1,1256,UA,OGG,LAX,2486,N
11,25,5,1350,WN,PHX,ABQ,328,Y
5,2,1,1931,NW,MEM,BHM,211,N
4,18,1,1302,DL,DCA,ATL,547,N
11,2,3,837,AA,LAX,HNL,2556,N
4,20,4,1313,AA,DCA,ORD,612,N
5,16,1,1616,US,BNA,DCA,562,N
1,18,3,1518,XE,CMH,EWR,462,Y
6,15,3,1410,FL,ATL,DFW,732,N
8,31,3,1328,OH,LGA,PWM,270,Y
2,19,6,1611,XE,TUL,IAH,429,Y
2,6,7,1240,OO,ABQ,SLC,493,Y
8,2,2,919,UA,IAD,SFO,2419,N
7,3,7,2315,UA,SEA,ORD,1721,N
4,11,1,1154,OO,SLC,FCA,532,N
8,9,3,1509,FL,LGA,PHF,288,N
6,21,3,1455,WN,PHX,SAN,304,Y
5,19,5,1255,EV,FLO,ATL,273,N
12,30,6,2002,MQ,DFW,MSN,821,Y
9,18,7,1153,DL,ATL,ORD,606,N
8,26,6,1036,MQ,DFW,CLL,164,N
1,9,7,1140,OH,CVG,RDU,390,N
8,8,1,2327,CO,SFO,CLE,2161,N
8,19,5,653,XE,EWR,DTW,487,N
7,19,3,902,NW,MSP,SFO,1589,N
1,14,5,1131,US,SFO,CLT,2296,N
7,20,4,1342,MQ,DFW,TUL,237,N
12,20,3,707,WN,MDW,BNA,395,N
9,26,2,1548,XE,EWR,LEX,588,N
1,31,2,1935,OO,SLC,GTF,463,N
11,8,3,1504,US,TPA,CLT,508,N
10,28,6,1700,EV,BOI,SLC,291,N
8,11,4,1106,CO,EWR,ATL,745,N
11,3,4,2115,OH,CLT,ATL,227,N
6,28,3,1335,FL,FLL,ATL,581,Y
12,25,1,2140,F9,DEN,PHX,602,N
1,20,5,727,DL,GSP,ATL,153,N
5,5,4,1202,XE,CLE,SDF,304,Y
2,11,5,1819,DL,BOS,LAS,2381,N
8,12,6,1200,YV,PHX,COS,551,Y
10,31,1,57,NW,SEA,MSP,1399,N
12,20,2,836,CO,DEN,IAH,861,N
1,27,5,2011,CO,MCO,EWR,938,N
7,2,7,1030,US,MCO,PHL,861,N
5,17,2,739,AA,DFW,IND,762,N
3,5,6,849,OH,BOS,GSO,645,N
8,7,1,1105,OH,CVG,HTS,123,Y
12,25,1,801,NW,IND,MEM,381,N
9,5,2,1110,XE,IAH,MEM,469,N
3,19,7,829,DL,BWI,ATL,576,N
11,4,6,1253,MQ,MEM,MIA,860,N
8,6,6,1457,OO,RDM,PDX,116,N
12,24,7,1740,FL,MCO,ATL,403,N
3,30,3,1536,CO,SNA,EWR,2433,N
10,18,2,1950,MQ,ORD,LSE,215,N
2,19,6,1031,FL,MCO,MKE,1066,N
12,4,7,2300,DL,LAX,BDL,2527,Y
1,10,1,559,AS,SEA,LAX,954,N
6,5,1,1155,DL,ATL,CMH,446,N
2,4,5,1649,US,FLL,PHL,992,N
6,8,3,2053,FL,ATL,DFW,732,Y
1,15,7,2115,XE,IAH,MCI,643,N
11,2,4,1847,DL,ATL,LAS,1747,N
9,6,3,651,B6,JFK,BUR,2465,N
11,10,4,952,AS,SNA,OAK,371,N
4,21,5,1810,UA,BOS,ORD,867,N
1,24,2,1344,NW,DTW,MHT,609,N
1,24,1,635,MQ,TYR,DFW,103,N
